Student_ID,Course_ID,Date,Time_Spent_Minutes,Completion_Percentage
S001,PY202,05/01/2024,90,46.1
S001,DM101,28/01/2024,155,88.87
S001,UX303,28/01/2024,177,54.93
S002,PY202,03/02/2024,45,32.2
S002,UX303,15/03/2024,119,90.8
S002,WD404,16/02/2024,66,99.76
S002,PY202,06/03/2024,136,18.18
S002,DM101,15/01/2024,49,66.47
S002,WD404,17/03/2024,26,44.63
S002,WD404,08/03/2024,74,97.4
S002,DM101,28/03/2024,39,71.35
S002,UX303,23/03/2024,97,20.04
S002,WD404,21/01/2024,126,10.29
S003,PY202,05/03/2024,37,88.35
S003,UX303,22/03/2024,139,64.81
S003,PY202,17/02/2024,51,58.54
S003,DM101,17/03/2024,92,53.97
S003,DM101,16/02/2024,88,31.55
S003,PY202,13/03/2024,30,17.71
S003,WD404,09/01/2024,146,78.93
S004,WD404,11/03/2024,52,33.86
S004,WD404,28/01/2024,148,77.97
S004,PY202,09/02/2024,112,99.56
S004,UX303,26/02/2024,142,50.63
S004,PY202,29/01/2024,26,40.43
S005,PY202,01/01/2024,28,73.71
S005,DM101,30/01/2024,27,91.49
S005,UX303,10/01/2024,141,31.42
S005,WD404,28/01/2024,148,21.91
S005,WD404,01/02/2024,131,82.67
S005,PY202,13/01/2024,34,69.31
S006,WD404,22/02/2024,129,87.75
S006,DM101,27/03/2024,177,98.57
S006,DM101,08/01/2024,113,75.54
S006,DM101,01/02/2024,59,27.12
S006,WD404,18/01/2024,118,26.51
S006,WD404,01/02/2024,29,49.88
S006,DM101,07/01/2024,176,99.94
S006,DM101,12/01/2024,70,24.97
S007,WD404,28/01/2024,112,91.22
S007,PY202,18/02/2024,10,98.68
S007,UX303,28/02/2024,83,48.07
S007,WD404,20/01/2024,58,36.7
S007,DM101,15/03/2024,148,15.49
S007,UX303,08/01/2024,22,62.58
S007,PY202,08/01/2024,140,17.21
S007,PY202,09/01/2024,162,16.12
S007,PY202,21/02/2024,40,94.74
S007,PY202,15/03/2024,162,13.58
S008,WD404,25/03/2024,159,60.87
S008,UX303,03/02/2024,62,70.28
S008,UX303,31/01/2024,77,45.62
S008,UX303,28/02/2024,90,93.61
S009,DM101,28/02/2024,169,99.86
S009,DM101,10/01/2024,147,29.18
S009,UX303,17/01/2024,99,89.28
S009,PY202,17/02/2024,82,24.2
S010,DM101,26/03/2024,151,36.94
S010,DM101,18/01/2024,77,20.39
S010,DM101,11/03/2024,49,34.51
S010,PY202,13/02/2024,62,71.87
S010,UX303,05/03/2024,135,32.6
S010,DM101,12/01/2024,172,48.12
S010,UX303,06/01/2024,10,40.02
S011,UX303,21/01/2024,123,59.65
S011,WD404,12/03/2024,12,20.07
S011,PY202,10/03/2024,19,85.11
S011,PY202,25/02/2024,42,13.76
S011,UX303,06/01/2024,101,28.91
S012,DM101,15/02/2024,153,89.57
S012,WD404,20/03/2024,49,93.32
S012,PY202,21/01/2024,55,89.33
S012,DM101,23/01/2024,95,80.41
S012,WD404,26/03/2024,73,34.01
S012,DM101,18/02/2024,19,87.27
S013,PY202,28/02/2024,99,37.47
S013,PY202,29/01/2024,16,69.4
S013,WD404,12/02/2024,81,87.79
S013,UX303,14/02/2024,174,55.85
S013,UX303,04/01/2024,39,88.93
S013,UX303,23/01/2024,158,96.63
S014,DM101,14/01/2024,162,49.11
S014,UX303,25/02/2024,165,98.58
S014,DM101,19/02/2024,157,27.11
S014,DM101,31/03/2024,121,10.15
S014,PY202,16/02/2024,120,16.3
S014,UX303,20/03/2024,90,69.7
S014,DM101,08/02/2024,139,37.84
S015,UX303,21/02/2024,85,59.9
S015,PY202,23/02/2024,180,94.63
S015,PY202,19/03/2024,155,37.09
S015,DM101,08/02/2024,83,28.92
S015,UX303,29/02/2024,123,49.79
S015,PY202,06/03/2024,131,81.44
S015,PY202,25/03/2024,31,35.54
S015,UX303,12/01/2024,70,70.55
S015,PY202,26/01/2024,47,12.2
S016,WD404,19/03/2024,28,50.99
S016,PY202,30/03/2024,108,54.49
S016,PY202,19/01/2024,177,71.89
S016,DM101,24/02/2024,66,25.83
S016,WD404,07/01/2024,152,32.43
S016,DM101,28/02/2024,44,82.13
S017,WD404,19/03/2024,139,48.41
S017,WD404,21/01/2024,131,50.51
S017,PY202,22/03/2024,80,78.92
S017,WD404,21/03/2024,71,34.71
S017,DM101,06/02/2024,70,34.45
S017,UX303,10/03/2024,30,22.45
S017,PY202,19/02/2024,49,73.58
S017,DM101,23/02/2024,114,39.78
S018,WD404,08/01/2024,62,84.96
S018,WD404,15/03/2024,15,87.11
S018,WD404,02/03/2024,11,94.85
S018,UX303,19/02/2024,117,58.44
S018,PY202,03/03/2024,66,34.56
S018,WD404,04/01/2024,109,40.25
S018,WD404,22/01/2024,129,92.76
S018,DM101,20/02/2024,161,60.8
S018,DM101,11/01/2024,174,48.58
S018,WD404,24/01/2024,22,33.41
S019,PY202,28/02/2024,93,40.38
S019,WD404,05/02/2024,117,32.7
S019,DM101,01/03/2024,14,77.41
S019,DM101,14/02/2024,67,68.51
S019,DM101,04/01/2024,73,27.94
S019,DM101,20/03/2024,49,31.47
S019,WD404,26/03/2024,39,60.76
S019,PY202,29/02/2024,75,79.02
S020,DM101,21/01/2024,89,19.73
S020,DM101,09/02/2024,157,70.96
S020,WD404,20/02/2024,60,16.84
S020,PY202,14/01/2024,87,86.53
S020,DM101,13/03/2024,20,41.25
S021,UX303,09/01/2024,139,68.28
S021,DM101,23/02/2024,135,19.5
S021,UX303,22/03/2024,127,73.66
S021,WD404,23/01/2024,143,96.89
S021,UX303,19/03/2024,147,79.72
S021,WD404,25/02/2024,161,34.16
S021,PY202,12/01/2024,81,89.35
S021,PY202,29/02/2024,155,64.93
S021,WD404,13/02/2024,17,54.49
S022,PY202,03/03/2024,64,41.93
S022,UX303,13/02/2024,81,89.23
S022,UX303,12/03/2024,12,56.5
S022,PY202,11/01/2024,71,74.81
S022,WD404,12/03/2024,71,72.15
S022,WD404,27/02/2024,14,18.37
S022,PY202,21/02/2024,72,37.56
S022,UX303,01/03/2024,151,57.78
S023,UX303,15/02/2024,126,34.38
S023,UX303,30/01/2024,40,74.92
S023,UX303,16/01/2024,147,95.58
S023,PY202,25/01/2024,65,76.47
S023,UX303,16/03/2024,144,63.71
S023,DM101,25/01/2024,85,30.47
S023,PY202,08/02/2024,13,73.72
S023,PY202,05/02/2024,21,97.69
S023,UX303,30/03/2024,42,67.41
S024,DM101,02/01/2024,156,35.59
S024,WD404,26/02/2024,97,26.59
S024,DM101,02/02/2024,132,20.27
S024,DM101,21/02/2024,135,16.67
S024,DM101,20/01/2024,48,83
S024,UX303,11/01/2024,73,20.66
S024,WD404,18/03/2024,162,81.17
S024,PY202,07/03/2024,107,50.55
S024,WD404,08/02/2024,160,99.1
S024,UX303,13/03/2024,168,15.42
S025,PY202,21/03/2024,64,33.82
S025,DM101,21/01/2024,71,25.64
S025,DM101,21/01/2024,10,46.77
S025,WD404,07/02/2024,18,30.83
S026,WD404,10/01/2024,69,93.15
S026,PY202,24/02/2024,39,59.01
S026,PY202,04/02/2024,46,16.43
S026,PY202,09/02/2024,162,77.41
S026,UX303,26/02/2024,41,52.18
S026,UX303,30/03/2024,113,94.84
S026,WD404,26/02/2024,30,63.82
S027,UX303,18/03/2024,74,12.33
S027,PY202,27/03/2024,157,62.84
S027,DM101,27/03/2024,78,61.86
S027,PY202,01/03/2024,142,68.64
S027,UX303,24/01/2024,159,49.23
S027,WD404,12/01/2024,130,41.32
S027,UX303,11/02/2024,36,87.2
S027,UX303,22/02/2024,136,35.94
S027,WD404,11/03/2024,19,50.93
S028,UX303,11/02/2024,39,97.32
S028,WD404,06/03/2024,10,69.19
S028,WD404,22/02/2024,23,26.88
S028,UX303,20/03/2024,137,66.29
S028,DM101,27/01/2024,78,59.43
S028,UX303,26/02/2024,134,20.93
S028,PY202,31/03/2024,50,37.97
S028,DM101,11/03/2024,114,18.39
S029,WD404,16/01/2024,175,84.89
S029,WD404,07/02/2024,140,73.49
S029,WD404,02/03/2024,130,31.94
S029,PY202,19/02/2024,58,92.97
S030,DM101,05/02/2024,116,40.59
S030,UX303,01/01/2024,82,75.34
S030,WD404,20/01/2024,124,58.47
S030,UX303,12/02/2024,151,78.66
S030,WD404,28/02/2024,92,88.26
S031,WD404,30/01/2024,115,13.93
S031,WD404,31/03/2024,107,44.75
S031,PY202,04/03/2024,19,21.36
S031,UX303,13/01/2024,122,18.97
S031,WD404,02/01/2024,46,46.9
S031,PY202,10/01/2024,130,80.34
S032,UX303,20/03/2024,111,68.49
S032,UX303,27/03/2024,146,44.2
S032,UX303,21/03/2024,134,88.51
S032,DM101,20/03/2024,27,31.13
S032,UX303,30/01/2024,33,49.06
S032,DM101,22/03/2024,35,49.93
S032,UX303,04/01/2024,21,39.19
S033,UX303,15/02/2024,105,48.76
S033,PY202,08/03/2024,115,60.93
S033,PY202,22/01/2024,54,17.11
S034,PY202,04/03/2024,159,22.88
S034,WD404,22/03/2024,75,51.36
S034,DM101,29/02/2024,83,70.98
S034,PY202,10/01/2024,123,95.07
S034,UX303,22/03/2024,118,72.13
S034,WD404,08/02/2024,60,99.94
S034,WD404,14/01/2024,70,44.32
S034,UX303,14/03/2024,85,99.34
S034,UX303,03/01/2024,178,45.62
S035,DM101,18/03/2024,137,84.96
S035,UX303,30/01/2024,165,82.17
S035,PY202,22/03/2024,58,65.88
S036,DM101,21/03/2024,175,13.55
S036,WD404,05/01/2024,158,42.84
S036,PY202,12/01/2024,85,39.4
S036,WD404,23/01/2024,61,21.89
S036,UX303,08/03/2024,138,92.21
S037,UX303,02/03/2024,85,77.19
S037,UX303,15/01/2024,129,96.66
S037,PY202,29/01/2024,111,97.05
S037,UX303,12/01/2024,111,11.25
S037,DM101,28/02/2024,104,70.55
S038,WD404,22/03/2024,105,19.75
S038,PY202,01/03/2024,16,65.76
S038,UX303,19/03/2024,66,68.29
S038,WD404,30/03/2024,87,68.43
S038,DM101,18/01/2024,21,95.16
S038,UX303,04/03/2024,39,18.75
S038,PY202,19/02/2024,126,43.39
S039,PY202,23/02/2024,177,18.91
S039,WD404,19/03/2024,114,94.51
S039,UX303,05/01/2024,104,29.55
S039,WD404,31/01/2024,102,18.94
S039,UX303,10/03/2024,175,42.28
S039,WD404,05/02/2024,58,97.14
S039,WD404,12/01/2024,179,29.09
S039,DM101,07/01/2024,95,31.92
S039,PY202,13/03/2024,62,16.17
S040,PY202,30/01/2024,94,79.69
S040,DM101,05/02/2024,47,98.88
S040,UX303,23/01/2024,38,69.5
S040,DM101,17/01/2024,13,42.24
S040,PY202,16/03/2024,92,11.42
S040,UX303,07/01/2024,42,76.75
S041,DM101,01/03/2024,124,80.02
S041,DM101,27/02/2024,138,29.94
S041,DM101,25/03/2024,143,37.15
S041,DM101,08/01/2024,132,86.26
S042,DM101,03/03/2024,123,16.61
S042,DM101,11/02/2024,165,23.35
S042,PY202,05/02/2024,169,66.98
S042,UX303,18/02/2024,162,57.75
S042,WD404,05/03/2024,164,48.72
S042,DM101,24/03/2024,176,88.99
S042,PY202,25/02/2024,125,89.93
S042,WD404,13/02/2024,126,45.89
S042,DM101,10/02/2024,119,38.13
S043,UX303,20/01/2024,131,16.04
S043,DM101,12/01/2024,120,18.69
S043,UX303,17/01/2024,152,15.4
S043,UX303,26/03/2024,41,46.97
S043,WD404,07/01/2024,83,64.04
S043,UX303,14/01/2024,157,55.67
S043,PY202,25/03/2024,133,30.18
S044,UX303,12/03/2024,104,20.34
S044,UX303,14/03/2024,67,82.65
S044,DM101,18/03/2024,178,84.65
S044,UX303,04/01/2024,56,34.59
S045,UX303,14/02/2024,11,26.33
S045,PY202,13/03/2024,178,46.07
S045,PY202,22/03/2024,17,18.26
S045,PY202,18/02/2024,117,50.83
S045,PY202,17/02/2024,89,74.94
S045,DM101,07/01/2024,49,24.17
S045,DM101,27/03/2024,30,34.49
S046,WD404,18/03/2024,123,47.28
S046,PY202,06/03/2024,39,41.07
S046,DM101,06/02/2024,161,53.8
S046,UX303,06/01/2024,66,45.57
S046,DM101,01/01/2024,62,37.13
S046,PY202,18/01/2024,75,36.05
S046,DM101,01/01/2024,137,77.23
S046,PY202,17/01/2024,107,57.93
S046,PY202,05/03/2024,153,85
S047,DM101,20/02/2024,20,49.26
S047,WD404,10/01/2024,90,61.82
S047,WD404,31/03/2024,173,47.59
S047,DM101,21/02/2024,15,96.96
S047,PY202,20/03/2024,127,84.88
S047,UX303,12/01/2024,121,86
S047,PY202,25/02/2024,160,46.04
S047,DM101,20/02/2024,89,77.12
S048,UX303,22/01/2024,29,55.94
S048,DM101,08/03/2024,140,27.45
S048,UX303,14/02/2024,175,83.35
S048,PY202,14/01/2024,47,33.04
S048,PY202,18/03/2024,49,78.42
S048,DM101,23/01/2024,170,54.47
S049,UX303,21/03/2024,90,23.59
S049,DM101,01/03/2024,123,66.82
S049,UX303,16/03/2024,24,41.67
S049,DM101,09/02/2024,128,50.67
S049,DM101,17/02/2024,83,16.91
S049,DM101,19/03/2024,162,55.64
S049,WD404,15/03/2024,151,95.88
S049,DM101,27/02/2024,156,68.67
S049,UX303,18/03/2024,131,55.12
S049,DM101,27/02/2024,36,82.99
S050,DM101,05/03/2024,175,25.53
S050,PY202,31/03/2024,122,99.19
S050,PY202,16/02/2024,105,92.61
S050,WD404,22/02/2024,96,71.1
S050,DM101,21/03/2024,175,40.12
S050,UX303,13/01/2024,152,71.05
S050,UX303,02/02/2024,178,96.8
S050,PY202,12/02/2024,30,62.45
S051,UX303,09/02/2024,177,72.86
S051,WD404,17/01/2024,162,73.8
S051,DM101,09/02/2024,153,43.9
S051,UX303,17/01/2024,144,18.41
S051,WD404,06/03/2024,102,11.64
S052,PY202,28/01/2024,97,95.29
S052,WD404,25/01/2024,67,100
S052,PY202,10/01/2024,85,86
S052,DM101,05/03/2024,148,85.16
S052,DM101,25/03/2024,96,88.88
S052,PY202,17/03/2024,106,23.88
S052,PY202,29/03/2024,169,82.81
S053,WD404,06/01/2024,115,42.79
S053,PY202,26/02/2024,166,35.64
S053,WD404,30/01/2024,146,31.53
S053,WD404,25/01/2024,104,71.05
S053,WD404,29/02/2024,82,80.03
S054,PY202,26/01/2024,164,22.46
S054,UX303,07/01/2024,174,53.25
S054,UX303,11/03/2024,36,74.03
S054,DM101,06/02/2024,31,78.68
S054,UX303,27/02/2024,141,23.26
S054,WD404,12/01/2024,66,83.5
S054,UX303,04/01/2024,116,14.79
S054,UX303,31/01/2024,108,99.51
S054,UX303,29/01/2024,17,38.68
S055,UX303,19/01/2024,45,13.45
S055,WD404,30/03/2024,45,78.3
S055,WD404,27/02/2024,167,10.47
S055,DM101,03/01/2024,75,29.41
S056,WD404,15/01/2024,83,31.39
S056,DM101,07/01/2024,71,47.78
S056,WD404,09/01/2024,38,85.3
S056,WD404,17/03/2024,147,11.48
S056,PY202,19/01/2024,84,48.63
S057,PY202,14/03/2024,116,26.86
S057,DM101,08/03/2024,102,16.09
S057,DM101,19/02/2024,130,13.92
S057,WD404,17/02/2024,74,77.26
S057,UX303,09/01/2024,98,31.7
S057,DM101,15/03/2024,95,22.01
S057,UX303,10/03/2024,96,83.22
S057,PY202,28/03/2024,128,98.27
S058,PY202,18/01/2024,26,74.44
S058,WD404,05/01/2024,85,28.14
S058,PY202,06/01/2024,90,94
S058,WD404,10/03/2024,131,32.8
S058,PY202,06/02/2024,101,87.59
S058,DM101,24/03/2024,94,34.59
S058,UX303,25/02/2024,112,76.9
S058,WD404,13/02/2024,57,54.66
S058,WD404,17/02/2024,142,34
S058,DM101,24/02/2024,30,48.75
S059,UX303,11/02/2024,36,17.21
S059,UX303,09/02/2024,124,64.24
S059,WD404,22/01/2024,123,41.64
S059,DM101,15/02/2024,167,99.83
S059,UX303,22/03/2024,24,16.75
S060,UX303,06/03/2024,50,95.75
S060,PY202,18/03/2024,122,13.13
S060,DM101,31/01/2024,175,42.97
S060,WD404,13/03/2024,18,64.46
S060,WD404,17/02/2024,105,49.95
S060,DM101,14/03/2024,45,57.65
S060,WD404,10/02/2024,176,35.08
S060,DM101,04/01/2024,57,54.91
S060,WD404,12/03/2024,40,33.56
S061,WD404,28/01/2024,166,35.7
S061,WD404,26/01/2024,41,22.22
S061,DM101,27/02/2024,54,90.88
S061,WD404,12/01/2024,91,70.11
S061,DM101,11/03/2024,148,36.13
S061,UX303,21/01/2024,173,25.67
S061,UX303,06/03/2024,67,20.92
S062,PY202,31/01/2024,136,12.37
S062,UX303,29/02/2024,151,21.68
S062,DM101,09/01/2024,89,45.83
S062,WD404,08/03/2024,115,79.22
S062,DM101,17/01/2024,91,67.81
S062,WD404,29/02/2024,142,41.01
S063,PY202,25/02/2024,138,91.96
S063,DM101,16/01/2024,142,23.77
S063,PY202,21/01/2024,92,94.13
S063,PY202,14/02/2024,142,90.54
S063,DM101,02/02/2024,60,67.16
S064,PY202,21/03/2024,87,65.3
S064,DM101,05/03/2024,174,25.18
S064,PY202,22/01/2024,178,66.2
S064,UX303,13/03/2024,20,84.27
S064,DM101,11/01/2024,21,95.37
S064,UX303,24/03/2024,63,79.03
S064,WD404,20/03/2024,173,12.73
S065,UX303,02/03/2024,72,82.42
S065,WD404,08/02/2024,126,16.57
S065,DM101,21/01/2024,122,47.41
S065,WD404,27/01/2024,97,64.6
S065,UX303,10/02/2024,98,97.78
S065,PY202,17/02/2024,141,60.55
S065,UX303,31/01/2024,129,21.03
S066,PY202,19/01/2024,34,14.55
S066,WD404,19/03/2024,117,32.34
S066,PY202,11/02/2024,157,74.9
S066,PY202,21/01/2024,137,99.64
S066,WD404,04/03/2024,88,54.76
S066,DM101,20/02/2024,139,51.15
S066,PY202,28/01/2024,159,41.76
S066,DM101,06/02/2024,136,63.78
S066,WD404,06/02/2024,147,10.74
S066,DM101,25/02/2024,44,89.42
S067,WD404,16/02/2024,21,46.05
S067,PY202,16/02/2024,151,35.97
S067,WD404,05/03/2024,125,78.8
S067,UX303,20/03/2024,166,20.69
S067,DM101,20/02/2024,105,81.54
S067,UX303,12/03/2024,103,77.95
S067,PY202,18/03/2024,140,46.12
S067,DM101,06/01/2024,19,22.33
S068,WD404,07/03/2024,126,23.4
S068,PY202,11/02/2024,166,38.67
S068,WD404,19/03/2024,86,63.44
S068,WD404,31/03/2024,154,36.98
S068,DM101,17/02/2024,94,70.64
S068,WD404,15/03/2024,88,81.71
S068,DM101,17/03/2024,131,33.9
S068,PY202,07/01/2024,159,53.24
S069,PY202,28/03/2024,72,12.84
S069,DM101,25/01/2024,14,49.69
S069,WD404,20/01/2024,115,72.15
S069,WD404,05/03/2024,166,92.85
S069,DM101,31/03/2024,45,56.68
S069,UX303,25/03/2024,132,57.29
S069,UX303,23/01/2024,127,92.09
S069,UX303,10/03/2024,100,70.83
S069,UX303,19/03/2024,133,27.3
S070,UX303,12/03/2024,86,30.24
S070,UX303,06/02/2024,63,72.12
S070,WD404,10/02/2024,132,41.39
S070,UX303,06/02/2024,41,61.61
S070,WD404,20/02/2024,98,95.91
S070,PY202,07/02/2024,20,35.89
S071,UX303,26/02/2024,177,33.08
S071,WD404,28/01/2024,61,84.52
S071,UX303,12/03/2024,79,22.35
S071,PY202,01/02/2024,22,70.29
S072,PY202,07/01/2024,35,47.2
S072,WD404,13/01/2024,45,10.47
S072,PY202,22/02/2024,177,94.15
S072,WD404,02/03/2024,176,27.95
S072,UX303,11/02/2024,83,68.13
S072,DM101,24/03/2024,156,30.9
S073,PY202,23/02/2024,55,94.05
S073,DM101,20/02/2024,136,26.77
S073,UX303,05/01/2024,12,36.86
S074,UX303,06/02/2024,126,99.02
S074,WD404,18/01/2024,139,52.12
S074,PY202,15/01/2024,94,24.62
S074,WD404,23/03/2024,75,74.67
S075,UX303,07/02/2024,155,70.7
S075,PY202,23/01/2024,166,87.05
S075,WD404,24/02/2024,141,39.51
S076,DM101,24/01/2024,45,52.97
S076,PY202,01/01/2024,76,44.52
S076,WD404,04/02/2024,94,37.18
S076,DM101,03/02/2024,177,42.36
S076,PY202,08/01/2024,180,20.64
S076,UX303,21/01/2024,113,71.75
S076,UX303,29/03/2024,40,67.48
S076,UX303,17/02/2024,167,29.88
S076,PY202,02/03/2024,49,50.95
S077,WD404,30/03/2024,150,92.15
S077,PY202,01/02/2024,162,88.58
S077,DM101,08/03/2024,124,57.54
S077,UX303,10/01/2024,154,20.1
S077,PY202,14/03/2024,147,23.49
S077,UX303,07/03/2024,123,20.46
S077,PY202,15/03/2024,135,18.18
S077,WD404,08/01/2024,126,21.87
S078,WD404,13/03/2024,24,60.29
S078,UX303,03/01/2024,111,32.9
S078,DM101,28/01/2024,158,16.57
S078,WD404,14/02/2024,26,58.7
S078,DM101,09/01/2024,130,12.86
S078,WD404,24/01/2024,44,78.92
S078,WD404,17/02/2024,107,50.37
S078,WD404,18/02/2024,30,71.45
S078,PY202,24/03/2024,99,20.68
S079,PY202,29/01/2024,10,78.06
S079,UX303,29/02/2024,149,48.17
S079,WD404,30/01/2024,73,51.46
S079,PY202,05/02/2024,58,94.37
S079,DM101,05/01/2024,179,47.73
S079,DM101,31/01/2024,62,16.06
S079,DM101,27/02/2024,163,70.48
S079,DM101,01/02/2024,21,46.2
S079,PY202,10/03/2024,65,77.89
S080,PY202,05/03/2024,84,31.07
S080,UX303,14/03/2024,163,79.53
S080,UX303,31/01/2024,87,88.86
S081,WD404,08/02/2024,80,15.49
S081,PY202,21/03/2024,119,60.03
S081,DM101,14/02/2024,174,70.42
S081,UX303,30/03/2024,116,46.74
S081,UX303,18/02/2024,57,77.9
S081,WD404,31/01/2024,67,37.07
S082,WD404,08/01/2024,153,47.14
S082,WD404,12/03/2024,145,22.07
S082,PY202,02/02/2024,62,39.72
S082,DM101,27/02/2024,104,18.32
S082,PY202,07/01/2024,78,43.95
S083,DM101,25/01/2024,160,75.19
S083,PY202,02/03/2024,63,88.25
S083,UX303,08/02/2024,13,29.06
S084,DM101,02/03/2024,72,72.61
S084,PY202,20/02/2024,71,59.69
S084,UX303,18/02/2024,129,58.03
S084,UX303,09/02/2024,76,42.37
S084,WD404,29/02/2024,35,82.25
S084,WD404,10/02/2024,62,43.36
S085,DM101,13/03/2024,66,76.71
S085,DM101,03/02/2024,151,94.13
S085,WD404,07/02/2024,49,27.66
S085,PY202,18/02/2024,155,85
S085,WD404,11/03/2024,177,94.91
S085,UX303,02/02/2024,135,96.99
S085,WD404,28/02/2024,53,75.95
S085,UX303,22/01/2024,45,74.83
S085,WD404,24/01/2024,148,99.13
S086,DM101,10/01/2024,22,78.79
S086,WD404,18/01/2024,171,30.83
S086,PY202,02/01/2024,65,55.52
S087,DM101,20/03/2024,173,70.01
S087,WD404,25/03/2024,134,11.42
S087,WD404,02/01/2024,14,57.65
S087,UX303,09/03/2024,83,11.54
S087,WD404,23/01/2024,37,92.62
S087,PY202,31/01/2024,59,65.78
S087,UX303,15/02/2024,78,81.54
S087,DM101,17/02/2024,113,51.31
S088,PY202,08/02/2024,30,68.84
S088,DM101,12/01/2024,113,44.13
S088,WD404,08/01/2024,173,10.85
S088,PY202,11/01/2024,137,86.08
S088,UX303,13/03/2024,34,90.53
S088,DM101,30/01/2024,64,91.11
S089,UX303,06/01/2024,29,71.6
S089,UX303,10/03/2024,154,69.23
S089,PY202,10/02/2024,14,96.53
S089,PY202,20/02/2024,29,36.93
S089,PY202,13/03/2024,109,70.93
S089,UX303,19/02/2024,45,81.14
S089,DM101,05/03/2024,98,14.83
S089,WD404,30/01/2024,29,40.65
S089,WD404,11/02/2024,17,67.07
S089,WD404,03/03/2024,68,42.02
S090,WD404,24/01/2024,159,69.46
S090,DM101,20/03/2024,85,81.82
S090,DM101,11/01/2024,78,23.88
S090,PY202,19/02/2024,91,42.46
S090,DM101,01/01/2024,88,50.03
S090,UX303,14/01/2024,43,17.86
S090,WD404,27/02/2024,152,59.93
S090,WD404,14/01/2024,16,18.07
S090,DM101,17/03/2024,163,80.6
S091,DM101,07/02/2024,115,44.9
S091,DM101,12/03/2024,72,61.48
S091,PY202,28/03/2024,107,25.26
S091,UX303,08/02/2024,78,54.38
S091,DM101,22/01/2024,121,34.84
S091,UX303,02/03/2024,29,42.5
S091,PY202,21/03/2024,136,63.44
S091,PY202,28/02/2024,37,22.19
S091,DM101,20/02/2024,95,85.75
S092,UX303,26/02/2024,95,48.76
S092,PY202,08/02/2024,92,64.29
S092,PY202,02/03/2024,90,25.99
S092,WD404,10/02/2024,84,76.14
S092,WD404,14/03/2024,72,39.33
S092,UX303,20/02/2024,103,20.25
S092,PY202,16/03/2024,149,26.19
S092,DM101,29/02/2024,63,49.46
S092,UX303,29/03/2024,27,83.71
S093,WD404,18/01/2024,172,37.25
S093,UX303,25/03/2024,49,74.37
S093,WD404,10/01/2024,124,99.16
S093,WD404,15/03/2024,112,58.09
S093,WD404,10/03/2024,19,81.16
S093,UX303,30/03/2024,147,63.44
S093,DM101,14/01/2024,73,69.18
S093,UX303,22/01/2024,175,65.14
S093,WD404,12/02/2024,120,19.54
S094,UX303,29/01/2024,140,77.22
S094,PY202,27/02/2024,105,45.2
S094,PY202,14/02/2024,16,53.45
S094,UX303,23/02/2024,31,20.45
S095,UX303,09/02/2024,97,50.98
S095,PY202,07/03/2024,133,41.35
S095,DM101,26/02/2024,125,38.7
S095,UX303,06/01/2024,39,12.03
S095,UX303,23/03/2024,37,70.94
S096,PY202,07/03/2024,54,59.67
S096,UX303,12/03/2024,119,96.26
S096,PY202,21/02/2024,171,26.6
S096,WD404,20/02/2024,17,76.36
S096,PY202,27/02/2024,161,48.66
S097,PY202,27/01/2024,81,77.71
S097,DM101,14/03/2024,36,81.96
S097,PY202,16/02/2024,93,27.74
S098,UX303,26/03/2024,135,57.49
S098,UX303,17/03/2024,109,65.02
S098,DM101,14/02/2024,100,86.1
S098,PY202,27/03/2024,86,92.68
S099,PY202,10/02/2024,40,31.47
S099,DM101,24/01/2024,105,72.41
S099,WD404,23/02/2024,162,22.41
S099,WD404,24/02/2024,57,53.8
S100,PY202,03/03/2024,83,22.63
S100,UX303,27/02/2024,168,14.83
S100,UX303,02/01/2024,134,22.29
S100,WD404,12/03/2024,139,68.78
S100,WD404,28/03/2024,135,47.41
